Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,pl_insol,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,Star_LEBTemp,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,features,scaled_features,Discovery_Method_Index,Discovery_Facility_Index
TOI-2207 b,TOI-2207,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,8.001968,2.4E-5,-2.50E-05,0.0854,11.153,0.995,203.41018,0.64,Mass,0.174,406,1259,16,-15,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,Unknown,6101,75,-73,0,1.56,1.3,0.181,4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m23.21s,307.5966925,-44.8876181,373.345,11.316,10.133,1/1/2022,"[11.153,203.41018,6101.0]","[0.5135305796757591,-0.1591179547148091,0.8656140987327807]",0,0
TOI-561 d,TOI-561,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,25.7124,1.0E-4,-2.00E-04,0.158,2.82,0.252,13.2,0.04153,Mass,0.122,21.4,598,9,-9,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372,70,-70,0,0.84,0.81,-0.4,4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,6.216103,85.799,10.252,8.394,1/1/2020,"[2.82,13.2,5372.0]","[-1.0007857813996568,-0.5526203161965109,-0.02721460056556555]",0,0
HD 136352 d,HD 136352,Radial Velocity,2019,La Silla Observatory,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.245,0.05,-0.05,0.425,2.562,0.229,8.82,0.02775,Mass,0,5.74,431,7,-7,0,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,Unknown,5664,61,-61,0,1.06,0.87,-0.24,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48.3188174,14.682,5.65,4.159,1/1/2019,"[2.562,8.82,5664.0]","[-1.0476708913429496,-0.5616815575206601,0.33040677144419733]",1,14
TOI-3629 b,TOI-3629,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,3.936551,5.0E-6,-6.00E-06,0.043,8.295,0.74,82.63539,0.26,Mass,0.05,39,690,20,-20,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,M1,3870,90,-90,0,0.6,0.63,0.4,4.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m10.41s,359.7933851,39.3142556,130.091,14.639,10.553,1/1/2022,"[8.295,82.63539,3870.0]","[-0.00584013434722654,-0.40897400906719245,-1.866760151108935]",0,0
HD 1397 b,HD 1397,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533,7.9E-4,-8.00E-04,0.1097,11.5,1.026,131.89945,0.415,Mass,0.251,356,1228,10,-10,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,Unknown,5521,60,-60,0,2.34,1.32,0.29,3.82,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66.3589285,79.5702,7.79,5.988,1/1/2018,"[11.5,131.89945,5521.0]","[0.5765892352971641,-0.3070576765860589,0.15527027761749837]",0,0
KELT-24 b,KELT-24,Transit,2019,KELT-North,<a refstr=GIOVINAZZI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..118G/abstract target=ref>Giovinazzi et al. 2024</a>,5.55149296,5.0E-7,-5.30E-07,0.0665,12.711,1.134,1458.83239,4.59,Mass,0.0319,624,1391,22,-23,0,0,<a refstr=GIOVINAZZI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..118G/abstract target=ref>Giovinazzi et al. 2024</a>,Unknown,6426,93,-91,0,1.34,1.27,0.138,4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m38.17s,161.9090273,71.655727,96.5173,8.34,7.154,1/1/2019,"[12.711,1458.83239,6426.0]","[0.7966584916588981,2.4380700837570375,1.2636515847025511]",0,20
NGTS-8 b,NGTS-8,Transit,2019,Next-Generation Transit Survey (NGTS),<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,2.4997,1.0E-5,-1.00E-05,0.035,12.218,1.09,295.5819,0.93,Mass,0.01,503,1345,19,-19,0,0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,K0 V,5241,50,-50,0,0.98,0.89,0.24,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h55m54.22s,328.9759206,-14.0684399,428.976,13.69,11.642,1/1/2019,"[12.218,295.5819,5241.0]","[0.7070679521160947,0.03156473893402824,-0.18765432567953452]",0,8
HATS-49 b,HATS-49,Transit,2020,HATSouth,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,4.1480467,3.7E-6,-3.70E-06,0.04515,8.575,0.765,112.19399,0.353,Mass,0.071,80.45,835,4,-4,0,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,Unknown,4405,15,-15,0,0.7,0.71,0.208,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h26m27.26s,6.6135927,-56.3442798,324.413,14.988,11.938,1/1/2020,"[8.575,112.19399,4405.0]","[0.045042930707509504,-0.34782387029915685,-1.21152921266639]",0,4
TOI-2458 b,TOI-2458,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=_AMP_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240917532S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,3.73659,4.4E-4,-4.70E-04,0.0482,2.83,0.252,13.31,0.04188,Mass,0.087,865,1509,41,-35,0,0,<a refstr=_AMP_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240917532S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,F9-F9.5,6005,50,-50,0,1.31,1.05,-0.1,4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h18m29.17s,79.621529,1.253439,112.958,9.202,7.891,1/1/2024,"[2.83,13.31,6005.0]","[-0.9989685290762733,-0.5523927507751281,0.748039949030941]",0,0
Kepler-1514 b,Kepler-1514,Transit,2016,Kepler,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..103D/abstract target=ref>Dalba et al. 2021</a>,217.83184,1.2E-4,-1.20E-04,0.753,12.42,1.108,1678.1424,5.28,Mass,0.401,3.23,388,6,-5,0,0,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..103D/abstract target=ref>Dalba et al. 2021</a>,Unknown,6145,99,-80,0,1.29,1.2,0.119,4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m30.60s,292.6274943,37.8601653,397.292,11.766,10.688,1/1/2016,"[12.42,1678.1424,6145.0]","[0.7437764490484401,2.89177349138525,0.9195022506794573]",0,1
TIC 139270665 b,TIC 139270665,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,23.624,0.03,-0.031,0.163,7.23,0.645,147.15455,0.463,Mass,0.105,40.3,703,14,-11,0,0,<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,G2,5844,84,-82,0,1.02,1.03,0.156,4.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h16m08.14s,124.0338967,33.2914532,189.875,10.385,8.946,1/1/2024,"[7.23,147.15455,5844.0]","[-0.1993775067875622,-0.2754982833157329,0.550858302135147]",0,0
TOI-1266 b,TOI-1266,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,10.894841,1.1E-5,-1.10E-05,0.0728,2.62,0.234,4.23,0.01331,Mass,0.22,5.5,425,20,-19,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618,157,-157,0,0.44,0.43,-0.195,4.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,65.8336973,36.0118,12.941,8.84,1/1/2020,"[2.62,4.23,3618.0]","[-1.0371308278673255,-0.5711772419219944,-2.175392294076264]",0,0
TOI-181 b,TOI-181,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,4.532,2.0E-6,-2.00E-06,0.0539,6.956,0.634,46.1687,0.1452,Mass,0.1543,102.43,895,32,-34,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,K,4994,50,-50,0,0.74,0.82,0.272,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h28m41.41s,352.1725409,-34.4914099,96.2338,11.191,9.047,1/1/2023,"[6.956,46.1687,4994.0]","[-0.2491702204482683,-0.48441544248795443,-0.49016281501655995]",0,0
HAT-P-68 b,HAT-P-68,Transit,2020,HATNet,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,2.29840551,5.2E-7,-5.20E-07,0.02996,12.016,1.072,230.10892,0.724,Mass,0.041,184.8,1028,8,-8,0,0,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,K,4508,43,-43,0,0.67,0.68,-0.059,4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h53m55.96s,118.4831501,23.9382192,202.152,13.802,11.019,1/1/2020,"[12.016,230.10892,4508.0]","[0.6703594551837494,-0.10388422727400663,-1.0853819478821243]",0,5
NGTS-18 b,NGTS-18,Transit,2021,Next-Generation Transit Survey (NGTS),<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.05125,1.0E-5,-1.00E-05,0.0448,13.563,1.21,129.99182,0.409,Mass,0,845,1381,55,-53,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G5 V,5610,150,-150,0,1.39,1,0.15,4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h02m11.09s,180.5462193,-35.5486091,1096.19,14.588,12.87,1/1/2021,"[13.563,129.99182,5610.0]","[0.9514883896111668,-0.31100413681144407,0.2642713122369124]",0,8
HAT-P-63 b,HAT-P-63,Transit,2021,HATNet,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,3.377728,1.3E-5,-1.30E-05,0.04294,12.543,1.119,195.14664,0.614,Mass,0.069,387.4,1237,11,-11,0,0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,Unknown,5400,55,-39,0,0.97,0.93,0.251,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h58m17.30s,269.5720695,5.7613709,403.458,13.657,11.512,1/1/2021,"[12.543,195.14664,5400.0]","[0.7661286526260562,-0.1762133725531104,0.007077859764137736]",0,5
HATS-66 b,HATS-66,Transit,2018,HATSouth,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,3.1414391,7.4E-6,-7.40E-06,0.04714,15.816,1.411,1694.0339,5.33,Mass,0.064,2637,1998,21,-21,0,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,Unknown,6626,35,-35,0,1.84,1.41,-0.017,4.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m34.75s,101.3948048,-33.8816918,1477.98,14.283,12.761,1/1/2018,"[15.816,1694.0339,6626.0]","[1.3609153380694545,2.9246494540571026,1.5085977299147175]",0,4
HD 73583 b,HD 73583,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,6.398042,6.7E-6,-6.20E-06,0.0604,2.79,0.249,10.2,0.03209,Mass,0.09,43.3,714,21,-20,0,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,K4 V,4511,110,-110,0,0.65,0.73,0,4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m45.19s,129.6883026,-13.2565267,31.5666,9.67,6.948,1/1/2022,"[2.79,10.2,4511.0]","[-1.006237538369807,-0.5588266458705856,-1.0817077557039416]",0,0
TOI-1260 d,TOI-1260,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.608164,8.3E-5,-8.30E-05,0.1116,3.12,0.278,11.84,0.03725,Mass,0,10.32,499,14,-14,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,Unknown,4227,85,-85,0,0.67,0.68,-0.1,4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,65.8541986,73.5977,11.922,8.95,1/1/2022,"[3.12,11.84,4227.0]","[-0.9462682116981537,-0.5554338523154247,-1.429531281905218]",0,0
TOI-3976 A b,TOI-3976 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,6.607662,1.6E-5,-1.50E-05,0.0743,12.274,1.095,55.61997,0.175,Mass,0,469,1295,16,-14,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Unknown,5975,70,-69,0,1.5,1.25,0.182,4.18,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h57m25.44s,224.3560083,44.2743223,516.087,12.403,11.048,1/1/2023,"[12.274,55.61997,5975.0]","[0.7172445651270418,-0.4648628766683902,0.711298027249116]",0,0
HATS-37 A b,HATS-37 A,Transit,2020,HATSouth,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,4.3315366,4.1E-6,-4.10E-06,0.04913,6.793,0.606,31.46517,0.099,Mass,0,229.7,1085,16,-12,0,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,Unknown,5326,44,-44,0,0.88,0.84,0.051,4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h19m12.44s,199.80183,-22.9868431,211.896,12.341,9.947,1/1/2020,"[6.793,31.46517,5326.0]","[-0.2787914333194183,-0.5148337606721707,-0.08355221396436381]",0,4
TOI-5293 A b,TOI-5293 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.930289,4.0E-6,-4.00E-06,0.034,11.9,1.06,170.4,0.54,Mass,0.38,34.6,675,42,-30,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M3+/-1,3586,88,-88,0,0.52,0.54,-0.03,4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m18.88s,355.828682,-2.0450945,162.229,16.19,11.639,1/1/2023,"[11.9,170.4,3586.0]","[0.6492793282325016,-0.22740864127499236,-2.214583677310211]",0,0
NGTS-15 b,NGTS-15,Transit,2021,Next-Generation Transit Survey (NGTS),<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.27623,1.0E-5,-1.00E-05,0.0441,12.33,1.1,238.68913,0.751,Mass,0,425,1146,47,-47,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G6 V,5600,150,-150,0,0.95,0.99,0.15,4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m25.27s,73.3553101,-32.8003484,786.485,14.669,12.907,1/1/2021,"[12.33,238.68913,5600.0]","[0.7274211781379892,-0.08613368996307559,0.25202400497630406]",0,8
TOI-4010 c,TOI-4010,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,5.414654,7.0E-6,-7.00E-06,0.058,5.93,0.529,20.31,0.0639,Mass,0.03,112,907,9,-8,0,0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,K V,4960,36,-36,0,0.83,0.88,0.37,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m51.56s,20.2148196,66.0722009,177.504,12.291,10.157,1/1/2023,"[5.93,20.31,4960.0]","[-0.43562030882740876,-0.5379113148689536,-0.5318036597026282]",0,0
TOI-1064 b,TOI-1064,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,6.443868,2.5E-5,-2.50E-05,0.06152,2.587,0.231,13.5,0.04248,Mass,0.047,62.9,784,13,-13,0,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,Unknown,4734,67,-67,0,0.73,0.75,0.05,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47.5620305,68.0726,10.938,8.467,1/1/2022,"[2.587,13.5,4734.0]","[-1.0431277605344909,-0.5519996832291033,-0.8085928037923762]",0,0
NGTS-13 b,NGTS-13,Transit,2021,Next-Generation Transit Survey (NGTS),<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...647A.180G/abstract target=ref>Grieves et al. 2021</a>,4.119027,2.3E-5,-2.30E-05,0.0549,12.801,1.142,1538.2972,4.84,Mass,0.086,1096,1605,30,-30,0,0,<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...647A.180G/abstract target=ref>Grieves et al. 2021</a>,Unknown,5819,73,-73,0,1.79,1.3,0.25,4.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h44m57.66s,176.2402326,-38.1397158,647.595,12.744,11.141,1/1/2021,"[12.801,1538.2972,5819.0]","[0.813013762569349,2.602465019872942,0.5202400339836263]",0,8
TOI-2134 c,TOI-2134,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,95.5,0.36,-0.25,0.371,7.27,0.649,41.89,0.1318,Mass,0.67,1.4,306,4,-4,0,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580,50,-50,0,0.71,0.74,0.12,4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,39.0729269,22.6202,8.933,6.091,1/1/2023,"[7.27,41.89,4580.0]","[-0.1921084974940286,-0.4932671167467757,-0.9972013356057443]",0,0
HATS-59 b,HATS-59,Transit,2018,HATSouth,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>,5.416081,1.6E-5,-1.60E-05,0.06112,12.621,1.126,256.17098,0.806,Mass,0.129,269,1128,40,-40,0,0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>,Unknown,5670,91,-91,0,1.04,1.04,0.18,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m17.84s,170.324325,-22.388177,642.884,14.033,12.238,1/1/2018,"[12.621,256.17098,5670.0]","[0.7803032207484472,-0.04996764849216757,0.3377551558005623]",0,4
TOI-1173 b,TOI-1173,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GALARZA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...91G/abstract target=ref>Galarza et al. 2024</a>,7.06466,2.8E-4,-2.90E-04,0.0696,9.19,0.82,27.4,0.08621,Mass,0.023,132,868,11,-11,0,0,<a refstr=GALARZA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...91G/abstract target=ref>Galarza et al. 2024</a>,G9,5350,34,-34,0,0.93,0.91,0.139,4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h10m43.94s,197.6830975,70.7680117,132.353,11.038,9.134,1/1/2024,"[9.19,27.4,5350.0]","[0.15680394859559074,-0.5232436890725569,-0.05415867653890385]",0,0
